time;melt_mmweq;acc_subl_mmweq;Tsurf_K
02-May-2016 00:00:00;0;4.5304900961509e-30;240.651041666667
02-May-2016 03:00:00;0;5.71344654558731e-23;246.184895833333
02-May-2016 06:00:00;0;1.91230856685004e-19;248.59375
02-May-2016 09:00:00;0;-0.00761215523672169;252.496744791667
02-May-2016 12:00:00;0;-0.0593864132569188;264.814453125
02-May-2016 15:00:00;0;-0.102406612340158;268.460286458333
02-May-2016 18:00:00;0;-0.0195999479268806;259.602864583333
02-May-2016 21:00:00;0;1.79875477826033e-48;239.0625
03-May-2016 00:00:00;0;5.01916863704745e-34;233.697916666667
03-May-2016 03:00:00;0;2.01591394834525e-19;239.986979166667
03-May-2016 06:00:00;0;0.0643884593477252;242.747395833333
03-May-2016 09:00:00;0;0.0309143367517665;245.208333333333
03-May-2016 12:00:00;0;0.0771873885758664;244.583333333333
03-May-2016 15:00:00;0;-0.0204891578413283;263.704427083333
03-May-2016 18:00:00;0;0.0487495474013824;257.20703125
03-May-2016 21:00:00;0;0.148073765839417;234.583333333333
04-May-2016 00:00:00;0;0.162251041292128;227.291666666667
04-May-2016 03:00:00;0;0.0452885188072681;227.083333333333
04-May-2016 06:00:00;0;0.0543462225687227;224.5703125
04-May-2016 09:00:00;0;0.0281190223142052;241.8359375
04-May-2016 12:00:00;0;-0.0258526581312029;261.9921875
04-May-2016 15:00:00;0;-0.101541885146225;267.858072916667
04-May-2016 18:00:00;0;0.0223339527281121;262.687174479167
04-May-2016 21:00:00;0;0.0281576443019106;239.322916666667
05-May-2016 00:00:00;0;0.0616317668985867;227.356770833333
05-May-2016 03:00:00;0;0.0407596669265422;221.106770833333
05-May-2016 06:00:00;0;0.0490297442739558;222.890625
05-May-2016 09:00:00;0;0.0537555027581932;236.263020833333
05-May-2016 12:00:00;0;-0.0101094495382377;252.3828125
05-May-2016 15:00:00;0;-0.0448114872100004;266.2890625
05-May-2016 18:00:00;0;0.0337569950751875;261.155598958333
05-May-2016 21:00:00;0;0.0752183225407672;239.0234375
06-May-2016 00:00:00;0;0.0531647829476637;227.265625
06-May-2016 03:00:00;0;0.0240226056282028;225.494791666667
06-May-2016 06:00:00;0;3.08363585407131e-32;226.315104166667
06-May-2016 09:00:00;0;-0.0101037062233946;244.075520833333
06-May-2016 12:00:00;0;-0.080030920292383;262.171223958333
06-May-2016 15:00:00;0;-0.106455792084227;266.858723958333
06-May-2016 18:00:00;0;-0.017862597099104;261.253255208333
06-May-2016 21:00:00;0;6.55977402340446e-38;239.153645833333
07-May-2016 00:00:00;0;1.13547884988597e-16;249.908854166667
07-May-2016 03:00:00;0;1.03418748173004e-23;258.098958333333
07-May-2016 06:00:00;0;0;260.716145833333
07-May-2016 09:00:00;0.0822286634445122;0;270.394270833333
07-May-2016 12:00:00;0;-0.0947658760528219;270.04921875
07-May-2016 15:00:00;0;-0.112551118064884;270.321223958333
07-May-2016 18:00:00;0;-0.0723181571609316;269.2578125
07-May-2016 21:00:00;0;1.04037880372973e-06;258.61328125
08-May-2016 00:00:00;0;0.0612379540336337;258.385416666667
08-May-2016 03:00:00;0;0.0159494348842992;246.7578125
08-May-2016 06:00:00;0;0.940622994446552;251.2109375
08-May-2016 09:00:00;0;0.622308615949821;257.24609375
08-May-2016 12:00:00;0;1.81269994141435;266.7626953125
08-May-2016 15:00:00;0;1.82100889593096;268.824869791667
08-May-2016 18:00:00;0;1.83457762767164;269.215494791667
08-May-2016 21:00:00;0;1.87900149857124;269.868359375
09-May-2016 00:00:00;0;2.20670943504339;269.35546875
09-May-2016 03:00:00;0;2.36185702635651;269.108072916667
09-May-2016 06:00:00;0;2.3639750650432;267.545572916667
09-May-2016 09:00:00;0;2.33553420302399;267.8859375
09-May-2016 12:00:00;0;2.26312014728539;271.773046875
09-May-2016 15:00:00;0.823170360726077;-0.076028059975219;273.15
09-May-2016 18:00:00;0;-0.0885818950488031;272.171809895833
09-May-2016 21:00:00;0;-0.0580817828600813;270.270572916667
10-May-2016 00:00:00;0;-0.0272496449736051;269.58984375
10-May-2016 03:00:00;0;-0.0154018034709816;268.935546875
10-May-2016 06:00:00;0;-0.0115610307391529;269.00390625
10-May-2016 09:00:00;0;-0.0352623718144919;268.707682291667
10-May-2016 12:00:00;0;-0.118849284509779;271.761653645833
10-May-2016 15:00:00;0.88330219291314;-0.0643810289991738;273.15
10-May-2016 18:00:00;1.06728271775847;-0.0121608714493;273.15
10-May-2016 21:00:00;0.152778044499155;-0.0034423380160464;272.980729166667
11-May-2016 00:00:00;0;-0.000895607725576697;272.453385416667
11-May-2016 03:00:00;0;-0.000662062283262528;272.66171875
11-May-2016 06:00:00;0.0829493253146033;-0.00126375898388871;273.1109375
11-May-2016 09:00:00;0.362592488040804;-0.0066642917218374;273.15
11-May-2016 12:00:00;1.80540573879272;-0.00589376241217649;273.15
11-May-2016 15:00:00;3.38538815578543;-0.000307907294023376;273.15
11-May-2016 18:00:00;1.01490802516769;-0.00106936836609013;272.694270833333
11-May-2016 21:00:00;0;6.99321595905552e-24;256.744791666667
12-May-2016 00:00:00;0;9.55589292267258e-28;247.239583333333
12-May-2016 03:00:00;0;2.00568540276202e-28;242.174479166667
12-May-2016 06:00:00;0;4.45872900468724e-06;260.052083333333
12-May-2016 09:00:00;0;-0.0361951960834691;270.680729166667
12-May-2016 12:00:00;1.96500946264734;-0.0363163934198455;273.15
12-May-2016 15:00:00;3.19434830024801;-0.00777960547385563;273.15
12-May-2016 18:00:00;1.11766525691747;-0.00369693088858871;273.15
