0.6m,0.6m,0.3m,0.3m,0.9m,0.9m,1.4m,1.4m,1.8m,1.8m,2.1m,2.1m
61.1244781,0.00800361,61.89600912,0.021007378,60.88459031,0.00910373,53.90839388,0.001879943,96.50900849,0.006642498,99.8371815,0.004605952
61.16986228,0.015284787,62.89446103,0.021336348,60.91357516,0.010717851,54.41896588,0.002932103,97.43938412,0.006541779,100.7448651,0.005208179
61.21524646,0.016536786,62.97226247,0.020392703,60.98832557,0.005380707,54.90684579,0.002028606,98.55345762,0.006960444,,
61.26063064,0.01832036,63.63357477,0.019955053,61.00345363,0.012221237,55.509807,0.002914922,99.21576738,0.005061117,,
61.26063064,0.017550975,63.89291293,0.02123353,61.07909393,0.007594437,56.02632217,0.002088718,99.31850519,0.006651025,,
61.41191123,0.019656291,64.02906546,0.023132512,61.07909393,0.006522195,56.44990782,0.003345789,99.62538867,0.006122115,,
61.61073715,0.021274378,64.02906546,0.022028794,61.07909393,0.013144499,56.89078269,0.002161282,99.8371815,0.00487711,,
61.70690838,0.022968143,64.07444964,0.024013807,61.21524646,0.019187666,57.44835973,0.003110196,100.5633283,0.007124222,,
61.71447241,0.023903168,64.48290724,0.026259011,61.21524646,0.018264405,57.99296986,0.002294457,,,,
61.72354925,0.024769203,64.5023576,0.025251817,61.21524646,0.01725721,58.47706775,0.003249567,,,,
61.73968584,0.026218794,65.33695494,0.025181237,61.21524646,0.014634307,59.02924191,0.002200584,,,,
61.74472853,0.022107998,65.82325328,0.024005414,61.21524646,0.013711046,59.47930167,0.003144945,,,,
61.74851054,0.020753539,66.23019807,0.022429574,61.23469682,0.015902293,59.99685585,0.002464186,,,,
62.27042859,0.027276698,66.76724417,0.021318629,61.25585335,0.021681553,60.68932393,0.003388536,,,,
62.30446672,0.029817166,66.96996016,0.020664885,61.33538105,0.023377398,61.24045989,0.002360456,,,,
62.30446672,0.028567166,67.77779852,0.01843227,61.41191123,0.020373218,61.66454982,0.003721967,,,,
62.61567251,0.025518603,67.78586682,0.019518735,61.5329357,0.024792094,62.17739102,0.002942457,,,,
62.64808978,0.023408291,67.94345077,0.021013206,61.55108937,0.026149899,62.7091423,0.004146907,,,,
62.73767932,0.02044675,68.3859465,0.022335149,61.65396017,0.024223639,63.25753445,0.003643297,,,,
62.81503872,0.024375767,68.47671486,0.0244597,62.15763556,0.027257642,63.62060787,0.005197581,,,,
63.07599774,0.021411888,68.54025271,0.025415486,62.23185203,0.022044182,63.77188846,0.004103063,,,,
63.11871226,0.022556831,68.5901753,0.023300377,62.42246558,0.023703255,64.61905977,0.005159615,,,,
63.21215027,0.017928673,69.32086056,0.024752416,62.53138761,0.022740825,64.61905977,0.003973597,,,,
63.22349631,0.016989674,69.53705428,0.023395756,62.54435451,0.025674079,65.36336028,0.007011803,,,,
63.30291862,0.016089144,70.17610017,0.021509809,62.57028833,0.024604335,65.53499499,0.003968455,,,,
63.39368698,0.024223639,70.65515538,0.020152894,62.66754014,0.027522201,65.60843484,0.004803769,,,,
63.43907116,0.019436503,71.80186226,0.01932036,62.71292432,0.026867525,65.70222881,0.005912096,,,,
63.64077861,0.014799842,72.19821741,0.019026795,63.30291862,0.024475438,65.70828003,0.003534184,,,,
63.68868413,0.022943663,72.51590665,0.020110928,63.32813206,0.02208269,65.94816783,0.008372201,,,,
63.74919637,0.02086749,73.28743767,0.020278794,63.48445533,0.023535389,66.23473649,0.005239141,,,,
63.84752875,0.021990425,73.64143426,0.017290783,63.68868413,0.022649898,66.27882398,0.007269197,,,,
64.02906546,0.013941861,74.28588958,0.017309668,63.79647155,0.021068287,66.66134776,0.006223971,,,,
64.02906546,0.0130186,74.92126806,0.01823293,64.41936939,0.022024598,66.84288447,0.009237498,,,,
64.29569751,0.011822556,75.46587819,0.019208649,64.78663212,0.021001908,67.22108595,0.006028856,,,,
64.58880365,0.010878311,75.91971997,0.017970639,65.34520661,0.021006212,67.30473522,0.008127922,,,,
65.19203501,0.010196356,76.14664085,0.016785088,65.37546273,0.019705252,67.33076438,0.007210744,,,,
65.72340809,0.011074155,76.14664085,0.020110928,65.92612408,0.018963845,67.95328401,0.009462084,,,,
66.07833563,0.009925996,76.55812406,0.015321158,65.97049972,0.017639571,68.10715798,0.008108526,,,,
66.43442687,0.010773395,76.71394307,0.014330051,66.29827434,0.019775196,68.7944041,0.009325553,,,,
66.73973861,0.011757699,77.32662947,0.013815962,66.86406375,0.018328753,68.94249984,0.010521617,,,,
67.17872738,0.013242421,77.44765394,0.014795179,67.16057371,0.017273997,69.47516676,0.010836345,,,,
67.28159818,0.011088143,77.55355036,0.011827802,68.01530905,0.018481231,69.57501195,0.01217153,,,,
67.29672624,0.011927472,77.59195235,0.010600687,68.15902561,0.017446059,69.70208765,0.00924162,,,,
67.52364713,0.014813282,78.19473927,0.009144008,68.41998464,0.016470339,69.82311212,0.013120018,,,,
67.96992488,0.015578552,78.19473927,0.007210473,68.72956956,0.016004212,70.0550757,0.013917381,,,,
68.49184292,0.014576021,78.5325519,0.005350731,68.91110627,0.018228433,70.66709858,0.012045273,,,,
68.5901753,0.016629212,79.32353328,0.005107926,69.29363005,0.015977234,71.071177,0.013313064,,,,
68.91542857,0.01536872,79.87822878,0.005800372,69.38893682,0.017097738,71.16136351,0.014663899,,,,
69.18584263,0.017480157,80.04400709,0.008942609,69.9199317,0.019180552,71.41843473,0.012041926,,,,
69.36170632,0.016596239,80.11775638,0.006419377,70.29208196,0.017940663,71.93725839,0.01637095,,,,
70.00464883,0.018315114,80.38249742,0.010094938,70.79698093,0.020383335,72.02235372,0.013664046,,,,
70.33746613,0.017760807,80.61698234,0.008077051,70.91233238,0.019030853,72.03483437,0.017592102,,,,
70.75786694,0.019488147,80.73951961,0.013983828,70.92746044,0.01790769,72.092321,0.018054572,,,,
71.05453614,0.018414435,80.74989314,0.016441862,71.55635547,0.020212846,72.10744906,0.014952844,,,,
71.75085909,0.019984814,80.77582696,0.015276394,71.56283893,0.019439465,72.51590665,0.013532688,,,,
72.01365509,0.019148808,80.85650994,0.012642767,71.68297351,0.02146126,72.92738986,0.016749043,,,,
72.75477075,0.020276585,80.98761978,0.011745618,72.17377978,0.022874257,73.07564484,0.017998117,,,,
72.87898007,0.019481431,81.02543993,0.01090454,72.37975412,0.02090829,73.23600227,0.019090055,,,,
73.75114557,0.020661966,81.47603998,0.010077951,72.51590665,0.023899898,73.96121815,0.019265788,,,,
74.37665793,0.021600737,81.67216446,0.019957488,72.81090381,0.024975538,74.02266135,0.016636107,,,,
74.60963004,0.02032076,81.8391134,0.021729633,73.01925844,0.025650498,74.31917131,0.018031218,,,,
75.18060622,0.019627381,81.86504722,0.013799175,73.77016029,0.025600901,74.73468866,0.015648341,,,,
75.82895161,0.020453654,81.86504722,0.023132512,74.20160467,0.02409774,74.98682298,0.017201669,,,,
76.01616134,0.019286171,81.87153067,0.012497017,74.30533994,0.024820162,75.14062492,0.014586263,,,,
76.53107153,0.018091602,81.88521796,0.01603552,75.09086157,0.025939846,75.70490153,0.015688598,,,,
76.57953608,0.021350552,81.91043139,0.014613324,75.62796454,0.025140905,75.83307744,0.014186575,,,,
76.78201934,0.020538986,81.92555945,0.011297976,76.19706772,0.025631846,76.33952361,0.014501064,,,,
77.13811058,0.019646069,81.99770866,0.008905888,76.45928741,0.025174878,76.8014697,0.013581057,,,,
77.22073305,0.01816998,82.04658393,0.017483829,77.00894023,0.027601937,77.03919634,0.011430869,,,,
77.28124529,0.021327955,82.04658393,0.020698458,77.09517016,0.026259011,77.25531147,0.012638104,,,,
77.56003381,0.016834548,82.18273646,0.010374714,77.67673598,0.024007812,77.5384223,0.013576598,,,,
78.01041774,0.01581916,82.18273646,0.007961644,77.7441639,0.024934271,77.9821787,0.012321024,,,,
78.50661808,0.015578552,82.26303154,0.018623195,78.22674899,0.026370922,78.17380078,0.010075353,,,,
78.62575155,0.016719515,82.65927032,0.019439465,78.72553,0.024922257,78.48567154,0.01127215,,,,
79.17830391,0.017802774,83.15395786,0.018860328,78.8449365,0.024128261,78.63709759,0.008800972,,,,
79.74495778,0.018687067,83.89977117,0.019967543,78.93020374,0.026349939,78.98315195,0.0079427,,,,
80.28567784,0.019238026,84.82258278,0.020761408,79.74711893,0.025708785,79.07915694,0.009897864,,,,
80.61590176,0.020474637,85.54116559,0.018348337,80.09855538,0.026741625,79.2781491,0.011262304,,,,
80.7959977,0.016945726,85.86641886,0.020817363,80.72777312,0.025583845,79.55045416,0.008470487,,,,
80.86659531,0.02162172,86.50248499,0.019939247,80.82121113,0.026951458,79.74533916,0.007167984,,,,
81.56551164,0.020243122,86.63038585,0.021244022,81.3443235,0.024183881,79.80763117,0.010013802,,,,
81.59274215,0.023594142,86.70602615,0.017131311,81.85294477,0.025407093,80.41275354,0.008219271,,,,
81.88773931,0.021663686,87.37166075,0.018698058,82.25837675,0.025846341,80.66803954,0.006765163,,,,
82.0647376,0.01834041,87.78011835,0.017812566,82.59119406,0.025062968,80.70018666,0.0058899,,,,
82.32714066,0.019637852,87.98283434,0.016831251,83.18118836,0.023573159,81.6461353,0.006895339,,,,
82.40058051,0.022696061,88.12806371,0.01586952,83.31166787,0.026335076,81.68351051,0.006117452,,,,
82.5004257,0.020488626,88.23179897,0.01474815,84.1872043,0.025594543,81.71376662,0.005417778,,,,
82.81811494,0.021957451,88.23698574,0.012825554,84.24977945,0.026505087,81.88773931,0.008045576,,,,
82.88165279,0.018591743,88.24908818,0.011605729,85.08732382,0.027640906,82.22812064,0.006010204,,,,
82.9088833,0.023457751,88.26421624,0.013847437,85.22347635,0.026493642,82.53219463,0.005025158,,,,
83.2064018,0.022544981,88.3549846,0.010668479,85.57358286,0.025503615,82.57984801,0.015148396,,,,
83.46862149,0.019705252,88.3549846,0.009745217,86.19824955,0.024134232,82.68196241,0.012425074,,,,
83.8052208,0.021512607,88.37767669,0.007982627,86.38531129,0.026053376,82.68196241,0.011501813,,,,
84.15694818,0.020269701,88.83908249,0.00882895,86.67577003,0.02520985,82.68196241,0.009553371,,,,
84.55027772,0.019436259,88.87366091,0.00528645,86.77352057,0.023406908,82.69204778,0.007040314,,,,
84.98417796,0.020788931,89.39882068,0.00500301,87.08422763,0.022510009,82.70213316,0.016520466,,,,
85.132708,0.018294926,89.98881499,0.003806966,87.58345358,0.023002797,82.71826975,0.013698456,,,,
85.28398859,0.02020885,90.03419916,0.009157687,87.62127373,0.023845941,82.78281614,0.010519265,,,,
85.92826593,0.017331268,90.94188271,0.00487711,88.55164937,0.023314366,82.82315763,0.008612123,,,,
86.1311599,0.019363925,91.84956626,0.003730028,88.5592134,0.024144952,82.95426748,0.007800772,,,,
86.2997297,0.016453852,93.66493336,0.003744016,89.17189979,0.023887907,83.25682866,0.006541779,,,,
86.92712855,0.017471521,94.02800678,0.005786383,89.48454635,0.022519335,83.55938984,0.014879112,,,,
87.4870122,0.016737875,94.07339096,0.010626512,90.1703517,0.022503015,83.55938984,0.017086236,,,,
87.53394357,0.015857057,94.07339096,0.009703251,90.35455806,0.021093436,83.79063303,0.016309967,,,,
88.09780759,0.016823557,94.09608305,0.007869317,90.99964439,0.019956415,84.32184402,0.015113791,,,,
88.17344789,0.01549462,94.1339032,0.008612123,91.43203183,0.018840744,84.47917584,0.017063605,,,,
88.22891744,0.010584546,95.616453,0.006104629,92.39951571,0.0190198,84.60970938,0.013725856,,,,
88.36254863,0.013078052,97.6133568,0.004653289,92.48494475,0.017159288,84.67886622,0.016501814,,,,
88.43667612,0.014374116,98.97488213,0.005296775,92.63622534,0.017827254,85.04193964,0.015343074,,,,
