736451.000694444,3.4284795337,0
736451.042361111,3.4284795337,0
736451.084027778,3.4284795337,0
736451.125694444,3.4284795337,0
736451.167361111,3.4284795337,0
736451.209027778,3.4284795337,0
736451.250694444,3.4284795337,0
736451.292361111,3.4284795337,0
736451.334027778,3.4284795337,0
736451.375694444,3.4284795337,0
736451.397916667,3.4284795337,0
736451.417361111,3.4284795337,0
736451.439583333,3.4284795337,0
736451.459027778,3.4284795337,0
736451.479861111,3.4284795337,0
736451.500694444,3.4284795337,0
736451.521527778,3.4284795337,0
736451.542361111,3.4284795337,0
736451.563194444,3.4284795337,0
736451.585416667,3.4284795337,0
736451.604861111,3.4284795337,0
736451.625694444,3.4284795337,0
736451.646527778,3.4284795337,0
736451.667361111,3.4284795337,0
736451.688194444,3.4284795337,0
736451.709027778,3.4284795337,0
736451.729861111,3.4284795337,0
736451.750694444,3.4284795337,0
736451.771527778,3.4284795337,0
736451.792361111,3.4284795337,0
736451.813194444,3.4284795337,0
736451.834027778,3.4284795337,0
736451.854861111,3.4284795337,0
736451.875694444,3.4284795337,0
736451.917361111,3.4284795337,0
736451.959027778,3.4284795337,0
736452.000694444,3.4284795337,0
736452.042361111,3.4284795337,0
736452.084027778,3.4284795337,0
736452.125694444,3.4284795337,0
736452.167361111,3.4284795337,0
736452.209027778,3.4284795337,0
736452.250694444,3.4284795337,0
736452.292361111,3.4284795337,0
736452.334027778,3.4284795337,0
736452.354861111,3.4284795337,0
736452.375694444,3.4284795337,0
736452.396527778,3.4284795337,0
736452.417361111,3.4284795337,0
736452.438194444,3.4284795337,0
736452.459027778,3.4266652882,0
736452.479861111,3.4266652882,0
736452.500694444,3.4317873454,0
736452.521527778,3.4266652882,0
736452.542361111,3.4266652882,0
736452.563194444,3.4266652882,0
736452.584027778,3.4317873454,0
736452.604861111,3.4266652882,0
736452.625694444,3.4317873454,0
736452.646527778,3.4266652882,0
736452.667361111,3.4317873454,0
736452.688194444,3.4317873454,0
736452.709027778,3.4266652882,0
736452.729861111,3.4317873454,0
736452.750694444,3.4266652882,0
736452.771527778,3.4266652882,0
736452.792361111,3.4266652882,0
736452.813194444,3.4266652882,0
736452.834027778,3.4266652882,0
736452.85625,3.4266652882,0
736452.875694444,3.4317873454,0
736452.917361111,3.4317873454,0
736452.959027778,3.4317873454,0
736453.000694444,3.4317873454,0
736453.042361111,3.4317873454,0
736453.084027778,3.4317873454,0
736453.125694444,3.4317873454,0
736453.167361111,3.4317873454,0
736453.209027778,3.4317873454,0
736453.250694444,3.4317873454,0
736453.292361111,3.4266652882,0
736453.334027778,3.4266652882,0
736453.354861111,3.4266652882,0
