weird_dates,height,depth,date
736477.584,3.544472919,0,'27-May-2016 14:01:00.000'
736477.6063,3.544472919,0,'27-May-2016 14:33:00.000'
736477.6257,3.549594976,0,'27-May-2016 15:00:59.999'
736477.6465,3.544472919,0,'27-May-2016 15:31:00.000'
736477.6688,3.554717033,0,'27-May-2016 16:03:00.000'
736477.6882,3.564961147,0,'27-May-2016 16:30:59.999'
736477.7104,3.554717033,0,'27-May-2016 17:03:00.000'
736477.7299,3.544472919,0,'27-May-2016 17:30:59.999'
736477.7507,3.544472919,0,'27-May-2016 18:00:59.999'
736477.7715,3.544472919,0,'27-May-2016 18:31:00.000'
736477.7924,3.544472919,0,'27-May-2016 19:00:59.999'
736477.8153,3.544472919,0,'27-May-2016 19:34:00.000'
736477.8354,3.544472919,0,'27-May-2016 20:03:00.000'
736477.8549,3.544472919,0,'27-May-2016 20:30:59.999'
736477.8778,3.544472919,0,'27-May-2016 21:04:00.000'
736477.9188,3.544472919,0,'27-May-2016 22:03:00.000'
736477.9604,3.539350861,0,'27-May-2016 23:03:00.000'
736478.0007,3.544472919,0,'28-May-2016 00:00:59.999'
736478.0424,3.544472919,0,'28-May-2016 01:00:59.999'
736478.084,3.544472919,0,'28-May-2016 02:01:00.000'
736478.1257,3.544472919,0,'28-May-2016 03:00:59.999'
736478.1674,3.544472919,0,'28-May-2016 04:00:59.999'
736478.209,3.544472919,0,'28-May-2016 05:01:00.000'
736478.2507,3.544472919,0,'28-May-2016 06:00:59.999'
736478.2944,3.544472919,0,'28-May-2016 07:03:59.999'
736478.334,3.544472919,0,'28-May-2016 08:01:00.000'
736478.3549,3.539350861,0,'28-May-2016 08:30:59.999'
736478.3757,3.544472919,0,'28-May-2016 09:00:59.999'
736478.3965,3.544472919,0,'28-May-2016 09:31:00.000'
736478.4174,3.544472919,0,'28-May-2016 10:00:59.999'
736478.4403,3.544472919,0,'28-May-2016 10:34:00.000'
736478.459,3.544472919,0,'28-May-2016 11:01:00.000'
736478.4799,3.544472919,0,'28-May-2016 11:30:59.999'
736478.5021,3.544472919,0,'28-May-2016 12:02:59.999'
736478.5215,3.544472919,0,'28-May-2016 12:31:00.000'
736478.5424,3.544472919,0,'28-May-2016 13:00:59.999'
736478.5646,3.544472919,0,'28-May-2016 13:32:59.999'
736478.584,3.544472919,0,'28-May-2016 14:01:00.000'
736478.6069,3.544472919,0,'28-May-2016 14:33:59.999'
736478.6271,3.544472919,0,'28-May-2016 15:02:59.999'
736478.6479,3.539350861,0,'28-May-2016 15:33:00.000'
736478.6674,3.544472919,0,'28-May-2016 16:00:59.999'
736478.6896,3.544472919,0,'28-May-2016 16:32:59.999'
736478.709,3.544472919,0,'28-May-2016 17:01:00.000'
736478.7319,3.544472919,0,'28-May-2016 17:33:59.999'
736478.7528,3.544472919,0,'28-May-2016 18:04:00.000'
736478.7715,3.544472919,0,'28-May-2016 18:31:00.000'
736478.7924,3.544472919,0,'28-May-2016 19:00:59.999'
736478.8132,3.544472919,0,'28-May-2016 19:30:59.999'
736478.834,3.544472919,0,'28-May-2016 20:01:00.000'
736478.8549,3.544472919,0,'28-May-2016 20:30:59.999'
736478.8757,3.544472919,0,'28-May-2016 21:00:59.999'
736478.9174,3.539350861,0,'28-May-2016 22:00:59.999'
736478.959,3.539350861,0,'28-May-2016 23:01:00.000'
736479.0007,3.539350861,0,'29-May-2016 00:00:59.999'
736479.0424,3.539350861,0,'29-May-2016 01:00:59.999'
736479.084,3.544472919,0,'29-May-2016 02:01:00.000'
736479.1257,3.544472919,0,'29-May-2016 03:00:59.999'
736479.1674,3.544472919,0,'29-May-2016 04:00:59.999'
736479.209,3.544472919,0,'29-May-2016 05:01:00.000'
736479.2542,3.544472919,0,'29-May-2016 06:06:00.000'
736479.2944,3.544472919,0,'29-May-2016 07:03:59.999'
736479.3361,3.544472919,0,'29-May-2016 08:03:59.999'
736479.3549,3.544472919,0,'29-May-2016 08:30:59.999'
736479.3757,3.544472919,0,'29-May-2016 09:00:59.999'
736479.3965,3.544472919,0,'29-May-2016 09:31:00.000'
736479.4188,3.539350861,0,'29-May-2016 10:03:00.000'
736479.4382,3.544472919,0,'29-May-2016 10:30:59.999'
736479.459,3.539350861,0,'29-May-2016 11:01:00.000'
736479.4813,3.539350861,0,'29-May-2016 11:33:00.000'
736479.5028,3.539350861,0,'29-May-2016 12:04:00.000'
736479.5229,3.539350861,0,'29-May-2016 12:33:00.000'
736479.5424,3.539350861,0,'29-May-2016 13:00:59.999'
736479.5632,3.539350861,0,'29-May-2016 13:30:59.999'
736479.584,3.539350861,0,'29-May-2016 14:01:00.000'
736479.6049,3.539350861,0,'29-May-2016 14:30:59.999'
736479.6257,3.539350861,0,'29-May-2016 15:00:59.999'
736479.6681,3.539350861,0,'29-May-2016 16:02:00.000'
736479.6882,3.539350861,0,'29-May-2016 16:30:59.999'
736479.709,3.539350861,0,'29-May-2016 17:01:00.000'
736479.7299,3.539350861,0,'29-May-2016 17:30:59.999'
736479.7528,3.539350861,0,'29-May-2016 18:04:00.000'
736479.7715,3.539350861,0,'29-May-2016 18:31:00.000'
736479.7924,3.539350861,0,'29-May-2016 19:00:59.999'
736479.8132,3.539350861,0,'29-May-2016 19:30:59.999'
736479.834,3.539350861,0,'29-May-2016 20:01:00.000'
736479.8549,3.539350861,0,'29-May-2016 20:30:59.999'
736479.8757,3.539350861,0,'29-May-2016 21:00:59.999'
736479.9174,3.539350861,0,'29-May-2016 22:00:59.999'
736479.959,3.539350861,0,'29-May-2016 23:01:00.000'
736480.0007,3.539350861,0,'30-May-2016 00:00:59.999'
736480.0424,3.539350861,0,'30-May-2016 01:00:59.999'
736480.084,3.539350861,0,'30-May-2016 02:01:00.000'
736480.1257,3.539350861,0,'30-May-2016 03:00:59.999'
736480.1674,3.539350861,0,'30-May-2016 04:00:59.999'
736480.209,3.539350861,0,'30-May-2016 05:01:00.000'
736480.2507,3.529106747,0,'30-May-2016 06:00:59.999'
736480.2944,3.529106747,0,'30-May-2016 07:03:59.999'
736480.3361,3.529106747,0,'30-May-2016 08:03:59.999'
736480.3569,3.529106747,0,'30-May-2016 08:33:59.999'
736480.3778,3.529106747,0,'30-May-2016 09:04:00.000'
736480.3965,3.529106747,0,'30-May-2016 09:31:00.000'
736480.4188,3.534228804,0,'30-May-2016 10:03:00.000'
736480.4382,3.566566432,0,'30-May-2016 10:30:59.999'
736480.459,3.569923442,0,'30-May-2016 11:01:00.000'
736480.4813,3.575798157,0,'30-May-2016 11:33:00.000'
736480.5007,3.581672871,0,'30-May-2016 12:00:59.999'
736480.5215,3.570083309,0,'30-May-2016 12:31:00.000'
736480.5424,3.570083309,0,'30-May-2016 13:00:59.999'
736480.5646,3.570083309,0,'30-May-2016 13:32:59.999'
736480.584,3.564961147,0,'30-May-2016 14:01:00.000'
736480.6049,3.55983909,0,'30-May-2016 14:30:59.999'
736480.6257,3.544472919,0,'30-May-2016 15:00:59.999'
736480.6465,3.529106747,0,'30-May-2016 15:31:00.000'
736480.6674,3.534228804,0,'30-May-2016 16:00:59.999'
736480.6903,3.534228804,0,'30-May-2016 16:34:00.000'
736480.709,3.534228804,0,'30-May-2016 17:01:00.000'
736480.7299,3.529106747,0,'30-May-2016 17:30:59.999'
736480.7528,3.529106747,0,'30-May-2016 18:04:00.000'
736480.7715,3.529106747,0,'30-May-2016 18:31:00.000'
736480.7924,3.529106747,0,'30-May-2016 19:00:59.999'
736480.8132,3.529106747,0,'30-May-2016 19:30:59.999'
736480.834,3.529106747,0,'30-May-2016 20:01:00.000'
736480.8549,3.529106747,0,'30-May-2016 20:30:59.999'
736480.8757,3.529106747,0,'30-May-2016 21:00:59.999'
736480.9174,3.523984585,0,'30-May-2016 22:00:59.999'
736480.959,3.523984585,0,'30-May-2016 23:01:00.000'
736481.0007,3.523984585,0,'31-May-2016 00:00:59.999'
736481.0424,3.523984585,0,'31-May-2016 01:00:59.999'
736481.084,3.523984585,0,'31-May-2016 02:01:00.000'
736481.1257,3.523984585,0,'31-May-2016 03:00:59.999'
736481.1708,3.529106747,0,'31-May-2016 04:05:59.999'
736481.209,3.529106747,0,'31-May-2016 05:01:00.000'
736481.2528,3.529106747,0,'31-May-2016 06:04:00.000'
736481.2924,3.529106747,0,'31-May-2016 07:00:59.999'
736481.334,3.529106747,0,'31-May-2016 08:01:00.000'
736481.3549,3.529106747,0,'31-May-2016 08:30:59.999'
736481.3778,3.529106747,0,'31-May-2016 09:04:00.000'
736481.3986,3.529106747,0,'31-May-2016 09:33:59.999'
736481.4174,3.529106747,0,'31-May-2016 10:00:59.999'
736481.4382,3.529106747,0,'31-May-2016 10:30:59.999'
736481.459,3.529106747,0,'31-May-2016 11:01:00.000'
736481.4799,3.529106747,0,'31-May-2016 11:30:59.999'
736481.5007,3.529106747,0,'31-May-2016 12:00:59.999'
736481.5229,3.529106747,0,'31-May-2016 12:33:00.000'
736481.5424,3.529106747,0,'31-May-2016 13:00:59.999'
736481.5632,3.529106747,0,'31-May-2016 13:30:59.999'
736481.584,3.529106747,0,'31-May-2016 14:01:00.000'
736481.6049,3.529106747,0,'31-May-2016 14:30:59.999'
736481.6257,3.529106747,0,'31-May-2016 15:00:59.999'
736481.6465,3.529106747,0,'31-May-2016 15:31:00.000'
736481.6674,3.529106747,0,'31-May-2016 16:00:59.999'
736481.6882,3.529106747,0,'31-May-2016 16:30:59.999'
736481.709,3.529106747,0,'31-May-2016 17:01:00.000'
736481.7299,3.529106747,0,'31-May-2016 17:30:59.999'
736481.7507,3.529106747,0,'31-May-2016 18:00:59.999'
736481.7715,3.529106747,0,'31-May-2016 18:31:00.000'
736481.7924,3.529106747,0,'31-May-2016 19:00:59.999'
736481.8132,3.529106747,0,'31-May-2016 19:30:59.999'
736481.834,3.529106747,0,'31-May-2016 20:01:00.000'
736481.8549,3.529106747,0,'31-May-2016 20:30:59.999'
736481.8757,3.529106747,0,'31-May-2016 21:00:59.999'
736481.9174,3.523984585,0,'31-May-2016 22:00:59.999'
736481.9611,3.529106747,0,'31-May-2016 23:03:59.999'
736482.0007,3.523984585,0,'01-Jun-2016 00:00:59.999'
736482.0424,3.523984585,0,'01-Jun-2016 01:00:59.999'
736482.084,3.534228804,0,'01-Jun-2016 02:01:00.000'
736482.1257,3.529106747,0,'01-Jun-2016 03:00:59.999'
736482.1674,3.534228804,0,'01-Jun-2016 04:00:59.999'
736482.2104,3.523984585,0,'01-Jun-2016 05:03:00.000'
736482.2507,3.529106747,0,'01-Jun-2016 06:00:59.999'
736482.2924,3.529106747,0,'01-Jun-2016 07:00:59.999'
736482.334,3.529106747,0,'01-Jun-2016 08:01:00.000'
736482.3549,3.529106747,0,'01-Jun-2016 08:30:59.999'
736482.3757,3.529106747,0,'01-Jun-2016 09:00:59.999'
736482.3965,3.529106747,0,'01-Jun-2016 09:31:00.000'
736482.4194,3.529106747,0,'01-Jun-2016 10:03:59.999'
736482.4382,3.529106747,0,'01-Jun-2016 10:30:59.999'
736482.459,3.523984585,0,'01-Jun-2016 11:01:00.000'
736482.4799,3.529106747,0,'01-Jun-2016 11:30:59.999'
736482.5021,3.529106747,0,'01-Jun-2016 12:02:59.999'
736482.5215,3.527587375,0,'01-Jun-2016 12:31:00.000'
736482.5424,3.527587375,0,'01-Jun-2016 13:00:59.999'
736482.5632,3.527587375,0,'01-Jun-2016 13:30:59.999'
736482.584,3.529241334,0,'01-Jun-2016 14:01:00.000'
736482.6049,3.529241334,0,'01-Jun-2016 14:30:59.999'
736482.6257,3.529241334,0,'01-Jun-2016 15:00:59.999'
736482.6465,3.529241334,0,'01-Jun-2016 15:31:00.000'
736482.6674,3.529241334,0,'01-Jun-2016 16:00:59.999'
736482.6882,3.534228804,0,'01-Jun-2016 16:30:59.999'
736482.709,3.529106747,0,'01-Jun-2016 17:01:00.000'
736482.7299,3.529106747,0,'01-Jun-2016 17:30:59.999'
736482.7507,3.529106747,0,'01-Jun-2016 18:00:59.999'
736482.7715,3.529106747,0,'01-Jun-2016 18:31:00.000'
736482.7924,3.534228804,0,'01-Jun-2016 19:00:59.999'
736482.8132,3.529106747,0,'01-Jun-2016 19:30:59.999'
736482.8361,3.529106747,0,'01-Jun-2016 20:03:59.999'
736482.8549,3.529106747,0,'01-Jun-2016 20:30:59.999'
736482.8757,3.529106747,0,'01-Jun-2016 21:00:59.999'
736482.9174,3.529106747,0,'01-Jun-2016 22:00:59.999'
736482.959,3.529106747,0,'01-Jun-2016 23:01:00.000'
736483.0007,3.523984585,0,'02-Jun-2016 00:00:59.999'
736483.0424,3.523984585,0,'02-Jun-2016 01:00:59.999'
736483.0854,3.523984585,0,'02-Jun-2016 02:03:00.000'
736483.1257,3.523984585,0,'02-Jun-2016 03:00:59.999'
736483.1674,3.523984585,0,'02-Jun-2016 04:00:59.999'
736483.209,3.518862528,0,'02-Jun-2016 05:01:00.000'
736483.2521,3.518862528,0,'02-Jun-2016 06:02:59.999'
736483.2924,3.518862528,0,'02-Jun-2016 07:00:59.999'
736483.334,3.518862528,0,'02-Jun-2016 08:01:00.000'
736483.3549,3.518862528,0,'02-Jun-2016 08:30:59.999'
736483.3757,3.518862528,0,'02-Jun-2016 09:00:59.999'
736483.3965,3.518862528,0,'02-Jun-2016 09:31:00.000'
736483.4194,3.518862528,0,'02-Jun-2016 10:03:59.999'
736483.4382,3.518862528,0,'02-Jun-2016 10:30:59.999'
736483.459,3.518862528,0,'02-Jun-2016 11:01:00.000'
736483.4799,3.51374047,0,'02-Jun-2016 11:30:59.999'
736483.5007,3.51374047,0,'02-Jun-2016 12:00:59.999'
736483.5215,3.51374047,0,'02-Jun-2016 12:31:00.000'
736483.5424,3.51374047,0,'02-Jun-2016 13:00:59.999'
736483.5632,3.51374047,0,'02-Jun-2016 13:30:59.999'
736483.584,3.51374047,0,'02-Jun-2016 14:01:00.000'
736483.6049,3.51374047,0,'02-Jun-2016 14:30:59.999'
736483.6271,3.51374047,0,'02-Jun-2016 15:02:59.999'
736483.6465,3.51374047,0,'02-Jun-2016 15:31:00.000'
736483.6674,3.51374047,0,'02-Jun-2016 16:00:59.999'
736483.6882,3.508618413,0,'02-Jun-2016 16:30:59.999'
736483.709,3.508618413,0,'02-Jun-2016 17:01:00.000'
736483.7299,3.51374047,0,'02-Jun-2016 17:30:59.999'
736483.7507,3.508618413,0,'02-Jun-2016 18:00:59.999'
736483.7715,3.508618413,0,'02-Jun-2016 18:31:00.000'
736483.7924,3.508618413,0,'02-Jun-2016 19:00:59.999'
736483.8132,3.506339356,0,'02-Jun-2016 19:30:59.999'
736483.834,3.506339356,0,'02-Jun-2016 20:01:00.000'
736483.8549,3.506339356,0,'02-Jun-2016 20:30:59.999'
736483.8757,3.509490867,0,'02-Jun-2016 21:00:59.999'
736483.9174,3.509490867,-0.086202729,'02-Jun-2016 22:00:59.999'
736483.959,3.509490867,-0.081080672,'02-Jun-2016 23:01:00.000'
736484.0007,3.509490867,0,'03-Jun-2016 00:00:59.999'
736484.0424,3.515794098,0,'03-Jun-2016 01:00:59.999'
736484.084,3.515794098,0,'03-Jun-2016 02:01:00.000'
736484.1257,3.515794098,0,'03-Jun-2016 03:00:59.999'
736484.1674,3.518945713,0,'03-Jun-2016 04:00:59.999'
736484.209,3.519996182,0,'03-Jun-2016 05:01:00.000'
736484.2507,3.521046755,0,'03-Jun-2016 06:00:59.999'
736484.2924,3.522097224,0,'03-Jun-2016 07:00:59.999'
736484.334,3.522097224,0,'03-Jun-2016 08:01:00.000'
736484.3549,3.522097224,0,'03-Jun-2016 08:30:59.999'
736484.3757,3.522097224,0,'03-Jun-2016 09:00:59.999'
736484.3965,3.522097224,0,'03-Jun-2016 09:31:00.000'
736484.4174,3.522097224,0,'03-Jun-2016 10:00:59.999'
736484.4382,3.522097224,0,'03-Jun-2016 10:30:59.999'
736484.459,3.522097224,0,'03-Jun-2016 11:01:00.000'
736484.4799,3.518945713,0,'03-Jun-2016 11:30:59.999'
736484.5007,3.518945713,0,'03-Jun-2016 12:00:59.999'
736484.5215,3.518315369,0,'03-Jun-2016 12:31:00.000'
736484.5424,3.517685025,0,'03-Jun-2016 13:00:59.999'
736484.5632,3.517054681,0,'03-Jun-2016 13:30:59.999'
736484.584,3.516424442,0,'03-Jun-2016 14:01:00.000'
736484.6049,3.515794098,0,'03-Jun-2016 14:30:59.999'
736484.6257,3.515794098,0,'03-Jun-2016 15:00:59.999'
736484.6465,3.515794098,0,'03-Jun-2016 15:31:00.000'
736484.6674,3.515794098,0,'03-Jun-2016 16:00:59.999'
736484.6882,3.515794098,0,'03-Jun-2016 16:30:59.999'
736484.709,3.518945713,0,'03-Jun-2016 17:01:00.000'
736484.7299,3.518945713,0,'03-Jun-2016 17:30:59.999'
736484.7507,3.518945713,0,'03-Jun-2016 18:00:59.999'
736484.7715,3.518945713,0,'03-Jun-2016 18:31:00.000'
736484.7924,3.518945713,0,'03-Jun-2016 19:00:59.999'
736484.8132,3.522097224,0,'03-Jun-2016 19:30:59.999'
736484.834,3.52524884,0,'03-Jun-2016 20:01:00.000'
736484.8549,3.528400455,0,'03-Jun-2016 20:30:59.999'
736484.8757,3.528400455,0,'03-Jun-2016 21:00:59.999'
736484.9174,3.528400455,0,'03-Jun-2016 22:00:59.999'
736484.959,3.531551966,0,'03-Jun-2016 23:01:00.000'
736485.0007,3.534703582,0,'04-Jun-2016 00:00:59.999'
736485.0424,3.537855197,0,'04-Jun-2016 01:00:59.999'
736485.084,3.541006813,0,'04-Jun-2016 02:01:00.000'
736485.1257,3.541006813,0,'04-Jun-2016 03:00:59.999'
736485.1674,3.541006813,0,'04-Jun-2016 04:00:59.999'
736485.209,3.541006813,0,'04-Jun-2016 05:01:00.000'
736485.2507,3.541006813,0,'04-Jun-2016 06:00:59.999'
736485.2924,3.541006813,0,'04-Jun-2016 07:00:59.999'
736485.334,3.541006813,0,'04-Jun-2016 08:01:00.000'
736485.3549,3.541006813,0,'04-Jun-2016 08:30:59.999'
736485.3757,3.542582621,0,'04-Jun-2016 09:00:59.999'
736485.3965,3.544158323,0,'04-Jun-2016 09:31:00.000'
736485.4174,3.544158323,0,'04-Jun-2016 10:00:59.999'
736485.4382,3.544158323,0,'04-Jun-2016 10:30:59.999'
736485.459,3.544158323,0,'04-Jun-2016 11:01:00.000'
736485.4799,3.544158323,0,'04-Jun-2016 11:30:59.999'
736485.5007,3.544158323,0,'04-Jun-2016 12:00:59.999'
736485.5215,3.541006813,0,'04-Jun-2016 12:31:00.000'
736485.5424,3.534703582,0,'04-Jun-2016 13:00:59.999'
736485.5632,3.533127774,0,'04-Jun-2016 13:30:59.999'
736485.584,3.531551966,0,'04-Jun-2016 14:01:00.000'
736485.6049,3.530501497,0,'04-Jun-2016 14:30:59.999'
736485.6257,3.529450924,0,'04-Jun-2016 15:00:59.999'
736485.6465,3.528400455,0,'04-Jun-2016 15:31:00.000'
736485.6674,3.528400455,0,'04-Jun-2016 16:00:59.999'
736485.6882,3.52524884,-0.080688975,'04-Jun-2016 16:30:59.999'
736485.709,3.523673032,-0.082264783,'04-Jun-2016 17:01:00.000'
736485.7299,3.522097224,-0.083840591,'04-Jun-2016 17:30:59.999'
736485.7507,3.522097224,0,'04-Jun-2016 18:00:59.999'
736485.7715,3.520521416,-0.080294236,'04-Jun-2016 18:31:00.000'
736485.7924,3.518945713,-0.081869939,'04-Jun-2016 19:00:59.999'
736485.8132,3.50318774,-0.092505855,'04-Jun-2016 19:30:59.999'
736485.834,3.50318774,-0.092505855,'04-Jun-2016 20:01:00.000'
736485.8549,3.501611932,-0.094081663,'04-Jun-2016 20:30:59.999'
736485.8757,3.500036125,-0.095657471,'04-Jun-2016 21:00:59.999'
736485.9174,3.500036125,-0.090535414,'04-Jun-2016 22:00:59.999'
736485.959,3.493732998,-0.101960597,'04-Jun-2016 23:01:00.000'
736486.0007,3.493732998,-0.101960597,'05-Jun-2016 00:00:59.999'
736486.0424,3.493732998,-0.101960597,'05-Jun-2016 01:00:59.999'
736486.084,3.490581383,-0.105112213,'05-Jun-2016 02:01:00.000'
736486.1257,3.489005575,-0.106688021,'05-Jun-2016 03:00:59.999'
736486.1674,3.487429767,-0.103141771,'05-Jun-2016 04:00:59.999'
736486.209,3.487429767,-0.103141771,'05-Jun-2016 05:01:00.000'
736486.2507,3.484278256,-0.106293282,'05-Jun-2016 06:00:59.999'
736486.2924,3.484278256,-0.106293282,'05-Jun-2016 07:00:59.999'
736486.334,3.484278256,-0.106293282,'05-Jun-2016 08:01:00.000'
736486.3549,3.483227683,-0.107343855,'05-Jun-2016 08:30:59.999'
736486.3757,3.482177109,-0.108394429,'05-Jun-2016 09:00:59.999'
736486.3965,3.481126641,-0.109444897,'05-Jun-2016 09:31:00.000'
736486.4174,3.481126641,-0.10432284,'05-Jun-2016 10:00:59.999'
736486.4382,3.477975025,-0.107474456,'05-Jun-2016 10:30:59.999'
736486.459,3.476924557,-0.108524924,'05-Jun-2016 11:01:00.000'
736486.4799,3.475873983,-0.104453441,'05-Jun-2016 11:30:59.999'
736486.5007,3.47482341,-0.0952599,'05-Jun-2016 12:00:59.999'
736486.5215,3.473772941,-0.142408988,'05-Jun-2016 12:31:00.000'
736486.5424,3.472722368,-0.138337504,'05-Jun-2016 13:00:59.999'
736486.5632,3.471671899,-0.14451003,'05-Jun-2016 13:30:59.999'
736486.584,3.468520283,-0.147661646,'05-Jun-2016 14:01:00.000'
736486.6049,3.465368668,-0.150813261,'05-Jun-2016 14:30:59.999'
736486.6257,3.462217052,-0.153964877,'05-Jun-2016 15:00:59.999'
736486.6465,3.45276231,-0.158297562,'05-Jun-2016 15:31:00.000'
736486.6674,3.4496108,-0.161449072,'05-Jun-2016 16:00:59.999'
736486.6882,3.448034992,-0.16302488,'05-Jun-2016 16:30:59.999'
736486.709,3.446459184,-0.154356469,'05-Jun-2016 17:01:00.000'
736486.7299,3.44540861,-0.150284985,'05-Jun-2016 17:30:59.999'
736486.7507,3.444358142,-0.151335454,'05-Jun-2016 18:00:59.999'
736486.7715,3.443307568,-0.14726397,'05-Jun-2016 18:31:00.000'
736486.7924,3.443307568,-0.152386027,'05-Jun-2016 19:00:59.999'
736486.8132,3.440155953,-0.155537643,'05-Jun-2016 19:30:59.999'
736486.834,3.43858025,-0.157113346,'05-Jun-2016 20:01:00.000'
736486.8549,3.437004442,-0.158689153,'05-Jun-2016 20:30:59.999'
736486.8757,3.437004442,-0.158689153,'05-Jun-2016 21:00:59.999'
736486.9174,3.437004442,-0.163811211,'05-Jun-2016 22:00:59.999'
736486.959,3.437004442,-0.158689153,'05-Jun-2016 23:01:00.000'
736487.0007,3.437004442,-0.158689153,'06-Jun-2016 00:00:59.999'
736487.0424,3.437004442,-0.153567096,'06-Jun-2016 01:00:59.999'
736487.084,3.437004442,-0.153567096,'06-Jun-2016 02:01:00.000'
736487.1278,3.437004442,-0.148445039,'06-Jun-2016 03:04:00.000'
736487.1674,3.437004442,-0.153567096,'06-Jun-2016 04:00:59.999'
736487.209,3.43858025,-0.157113346,'06-Jun-2016 05:01:00.000'
736487.2507,3.440155953,-0.155537643,'06-Jun-2016 06:00:59.999'
736487.2924,3.443307568,-0.157508084,'06-Jun-2016 07:00:59.999'
736487.334,3.443307568,-0.14726397,'06-Jun-2016 08:01:00.000'
736487.3549,3.443307568,-0.152386027,'06-Jun-2016 08:30:59.999'
736487.3757,3.443307568,-0.152386027,'06-Jun-2016 09:00:59.999'
736487.3965,3.446459184,-0.149234412,'06-Jun-2016 09:31:00.000'
736487.4174,3.446459184,-0.149234412,'06-Jun-2016 10:00:59.999'
736487.4382,3.446459184,-0.149234412,'06-Jun-2016 10:30:59.999'
736487.459,3.446459184,-0.149234412,'06-Jun-2016 11:01:00.000'
736487.4799,3.446459184,-0.154356469,'06-Jun-2016 11:30:59.999'
736487.5007,3.446459184,-0.154356469,'06-Jun-2016 12:00:59.999'
736487.5215,3.446459184,-0.159478631,'06-Jun-2016 12:31:00.000'
736487.5424,3.446459184,-0.164600688,'06-Jun-2016 13:00:59.999'
736487.5632,3.443307568,-0.167752304,'06-Jun-2016 13:30:59.999'
736487.584,3.443307568,-0.162630246,'06-Jun-2016 14:01:00.000'
736487.6049,3.443307568,-0.162630246,'06-Jun-2016 14:30:59.999'
736487.6257,3.440155953,-0.1606597,'06-Jun-2016 15:00:59.999'
736487.6465,3.43858025,-0.162235403,'06-Jun-2016 15:31:00.000'
736487.6674,3.437004442,-0.163811211,'06-Jun-2016 16:00:59.999'
736487.6882,3.433852826,-0.166962826,'06-Jun-2016 16:30:59.999'
736487.709,3.433852826,-0.166962826,'06-Jun-2016 17:01:00.000'
736487.7299,3.433852826,-0.166962826,'06-Jun-2016 17:30:59.999'
736487.7507,3.433852826,-0.161840769,'06-Jun-2016 18:00:59.999'
736487.7715,3.433852826,-0.161840769,'06-Jun-2016 18:31:00.000'
736487.7924,3.432277019,-0.15829452,'06-Jun-2016 19:00:59.999'
736487.8132,3.430701211,-0.159870327,'06-Jun-2016 19:30:59.999'
736487.834,3.433852826,-0.156718712,'06-Jun-2016 20:01:00.000'
736487.8549,3.433852826,-0.156718712,'06-Jun-2016 20:30:59.999'
736487.8757,3.433852826,-0.156718712,'06-Jun-2016 21:00:59.999'
736487.9174,3.433852826,-0.161840769,'06-Jun-2016 22:00:59.999'
736487.959,3.433852826,-0.156718712,'06-Jun-2016 23:01:00.000'
736488.0007,3.433852826,-0.161840769,'07-Jun-2016 00:00:59.999'
736488.0424,3.433852826,-0.161840769,'07-Jun-2016 01:00:59.999'
736488.084,3.433852826,-0.156718712,'07-Jun-2016 02:01:00.000'
736488.1257,3.433852826,-0.156718712,'07-Jun-2016 03:00:59.999'
736488.1674,3.433852826,-0.156718712,'07-Jun-2016 04:00:59.999'
736488.209,3.433852826,-0.156718712,'07-Jun-2016 05:01:00.000'
736488.2507,3.433852826,-0.156718712,'07-Jun-2016 06:00:59.999'
736488.2924,3.437004442,-0.153567096,'07-Jun-2016 07:00:59.999'
736488.334,3.437004442,-0.153567096,'07-Jun-2016 08:01:00.000'
736488.3549,3.437004442,-0.153567096,'07-Jun-2016 08:30:59.999'
736488.3757,3.438054911,-0.152516628,'07-Jun-2016 09:00:59.999'
736488.3965,3.439105484,-0.151466054,'07-Jun-2016 09:31:00.000'
736488.4174,3.440155953,-0.150415586,'07-Jun-2016 10:00:59.999'
736488.4382,3.440155953,-0.150415586,'07-Jun-2016 10:30:59.999'
736488.459,3.440155953,-0.150415586,'07-Jun-2016 11:01:00.000'
736488.4799,3.43858025,-0.151991288,'07-Jun-2016 11:30:59.999'
736488.5007,3.437004442,-0.153567096,'07-Jun-2016 12:00:59.999'
736488.5215,3.437004442,-0.158689153,'07-Jun-2016 12:31:00.000'
736488.5424,3.437004442,-0.158689153,'07-Jun-2016 13:00:59.999'
736488.5632,3.437004442,-0.158689153,'07-Jun-2016 13:30:59.999'
736488.584,3.433852826,-0.161840769,'07-Jun-2016 14:01:00.000'
736488.6049,3.433852826,-0.161840769,'07-Jun-2016 14:30:59.999'
736488.6278,3.432277019,-0.163416577,'07-Jun-2016 15:04:00.000'
736488.6465,3.430701211,-0.164992385,'07-Jun-2016 15:31:00.000'
736488.6674,3.430701211,-0.164992385,'07-Jun-2016 16:00:59.999'
736488.6903,3.429125403,-0.166568192,'07-Jun-2016 16:34:00.000'
736488.709,3.427549595,-0.168144,'07-Jun-2016 17:01:00.000'
736488.7299,3.427549595,-0.163021943,'07-Jun-2016 17:30:59.999'
736488.7507,3.424398085,-0.166173454,'07-Jun-2016 18:00:59.999'
736488.7715,3.424398085,-0.166173454,'07-Jun-2016 18:31:00.000'
736488.7924,3.424398085,-0.166173454,'07-Jun-2016 19:00:59.999'
736488.8132,3.425448553,-0.165122985,'07-Jun-2016 19:30:59.999'
