depth_m;density_kgm3
"28.9;879.413490203102"
"29;856.177021495318"
"29.1;839.800324345694"
"29.2;863.336807605832"
"29.3;879.222946832717"
"29.4;879.166774381699"
"29.5;879.017250427701"
"29.6;879.532459648206"
"29.7;879.753263599851"
"29.8;894.20227661877"
"29.9;900.394710769735"
"30;878.082090352133"
"30.1;868.519538744589"
"30.2;868.519538744589"
"30.3;893.408653089374"
"30.4;904.075416379997"
"30.5;873.687518471432"
"30.6;860.664133653474"
"30.7;875.671955823707"
"30.8;882.244055487905"
"30.9;882.404599670972"
"31;882.560339363492"
"31.1;843.313346175564"
"31.2;826.450838277642"
"31.3;837.77163469108"
"31.4;883.136324023486"
"31.5;883.268844359813"
"31.6;883.39688144421"
"31.7;888.060445158123"
"31.8;906.26865933748"
"31.9;897.638782134325"
"32;863.119273321703"
"32.1;869.138722127856"
"32.2;893.216517352474"
"32.3;895.628075240351"
"32.4;905.274306791863"
"32.5;905.274306791863"
"32.6;900.64233206041"
"32.7;897.554348906108"
"32.8;893.009769924305"
"32.9;889.980050603103"
"33;881.458965012222"
"33.1;875.778241284968"
"33.2;875.210168912243"
"33.3;874.831453997093"
"33.4;894.865267185216"
"33.5;908.221142643968"
"33.6;901.289386018369"
"33.7;885.144847953128"
"33.8;891.733810528992"
"33.9;907.022221784865"
"34;900.498399490443"
"34.1;885.297355503663"
"34.2;888.0018892501"
"34.3;894.251836497587"
"34.4;872.849946551981"
"34.5;840.747111633569"
"34.6;842.844609625171"
"34.7;847.738771605574"
"34.8;885.447293108486"
"34.9;885.457418690051"
"35;885.464881371858"
"35.1;885.469734693677"
"35.2;885.472032195278"
"35.3;885.471827416431"
"35.4;885.469173896905"
"35.5;885.464125176471"
"35.6;885.456734794898"
"35.7;870.536493667591"
"35.8;861.584553801829"
"35.9;885.421049081042"
"36;885.40482745261"
"36.1;885.386531861888"
"36.2;885.366215848646"
"36.3;885.343932952653"
"36.4;885.319736713679"
"36.5;885.293680671494"
"36.6;885.956033142931"
"36.7;888.705322820391"
"36.8;889.304554663433"
"36.9;891.701482035604"
"37;891.701482035604"
"37.1;891.701482035604"
"37.2;885.725773368891"
"37.3;885.024704190783"
"37.4;884.984319209337"
"37.5;884.942609822377"
"37.6;884.899629569673"
"37.7;884.855431990995"
"37.8;884.810070626112"
"37.9;884.763599014796"
"38;884.716070696814"
"38.1;884.667539211938"
"38.2;884.618058099936"
"38.3;884.567680900578"
"38.4;884.516461153635"
"38.5;878.020166314612"
"38.6;871.562783598475"
"38.7;879.351236168975"
"38.8;887.139688739476"
"38.9;884.764669607475"
"39;882.389650475474"
"39.1;883.432458938047"
"39.2;884.082796237373"
"39.3;884.026402851797"
"39.4;883.969702316332"
"39.5;883.91274817075"
"39.6;899.143986616111"
"39.7;909.324801872115"
"39.8;893.96756977441"
"39.9;883.68346628263"
"40;898.590053834185"
"40.1;908.554578761557"
"40.2;893.521851698049"
"40.3;883.454409814196"
"40.4;883.397582467187"
"40.5;895.47363002199"
"40.6;898.501136193984"
"40.7;888.281646970524"
"40.8;887.146148167917"
"40.9;883.519022735286"
"41;883.064409816234"
"41.1;905.864097561466"
"41.2;908.400691301107"
"41.3;846.014033800838"
"41.4;856.550937411932"
"41.5;897.311364449007"
"41.6;888.717136138632"
"41.7;868.663936747752"
"41.8;871.934372854368"
"41.9;879.565390436471"
"42;880.459943659993"
"42.1;882.518319519759"
"42.2;882.474755933947"
"42.3;882.43243785157"
"42.4;872.336690935133"
"42.5;848.861567369004"
"42.6;886.720310838782"
"42.7;890.926837890979"
"42.8;883.108384779468"
"42.9;882.207683156545"
"43;882.175582711765"
"43.1;882.145156088577"
"43.2;881.654244451887"
"43.3;881.601484741867"
"43.4;889.618969044088"
"43.5;890.509800633224"
"43.6;881.253725300359"
"43.7;880.225272485596"
"43.8;880.225272485596"
"43.9;892.69086938215"
"44;901.001267313188"
"44.1;891.471795256034"
"44.2;881.936247832795"
"44.3;895.896957132307"
"44.4;909.862583648492"
"44.5;895.893732397293"
